populationSize, numKillRatio, mutationChance, mutationScale, numIterations, crossoverType, realCost1, realCost2, realCost3, averageCost, runTime
100, 3, 0.5, 1, 1000, 1, 4.79226839609, 7.0322280705, 5.87317565812, 5.89922404157, 22.329698
100, 3, 0.5, 1, 1000, 2, 4.68652570001, 4.683110791, 4.11702353645, 4.49555334249, 22.3689886667
100, 3, 0.5, 2, 100, 1, 3.97675520184, 5.45524416538, 3.95000861991, 4.46066932905, 2.24592666667
100, 3, 0.5, 2, 100, 2, 5.22231681603, 4.15555152971, 4.23806358765, 4.5386439778, 2.24968666667
100, 3, 0.5, 2, 1000, 1, 6.76336961347, 14.3516419829, 16.7195972922, 12.6115362962, 22.350227
100, 3, 0.5, 2, 1000, 2, 13.6093640583, 14.8586415907, 11.1549271068, 13.2076442519, 22.391775
100, 3, 0.8, 0.5, 100, 1, 3.07590125573, 3.24434722766, 2.92916625795, 3.08313824712, 2.25562166667
100, 3, 0.8, 0.5, 100, 2, 3.39440743474, 2.90171273976, 2.68684572504, 2.99432196652, 2.25587133333
100, 3, 0.8, 0.5, 1000, 1, 4.55274913829, 3.38140456447, 3.71143645391, 3.88186338556, 22.4045196667
100, 3, 0.8, 0.5, 1000, 2, 4.25774598763, 3.70230699107, 3.66600109143, 3.87535135671, 22.4471186667
100, 3, 0.8, 1, 100, 1, 3.82207202581, 3.70367586443, 2.53920278436, 3.3549835582, 2.249008
100, 3, 0.8, 1, 100, 2, 3.30374229544, 3.98006455542, 4.02011467523, 3.76797384203, 2.254963
100, 3, 0.8, 1, 1000, 1, 8.92784949052, 9.64264333753, 6.29705279289, 8.28918187365, 22.419387
100, 3, 0.8, 1, 1000, 2, 9.15146842562, 10.0546810172, 6.7902347458, 8.6654613962, 22.4470573333
100, 3, 0.8, 2, 100, 1, 5.11759531088, 5.43992525076, 5.7366016746, 5.43137407875, 2.24637366667
100, 3, 0.8, 2, 100, 2, 6.13461487521, 4.0097415183, 4.17151452449, 4.77195697267, 2.248566
100, 3, 0.8, 2, 1000, 1, 9.03302168554, 8.48791465698, 16.9359976603, 11.4856446676, 22.4665786667
100, 3, 0.8, 2, 1000, 2, 11.766341336, 10.9855710665, 20.9557502052, 14.5692208692, 22.4493933333
100, 2, 0.3, 0.5, 100, 1, 3.25307092502, 3.102374471, 3.33535440643, 3.23026660082, 2.25266533333
100, 2, 0.3, 0.5, 100, 2, 3.73527815352, 3.38296231768, 3.36486749915, 3.49436932345, 2.258331
100, 2, 0.3, 0.5, 1000, 1, 3.42668804413, 2.89867554541, 3.83314143902, 3.38616834286, 22.376268
100, 2, 0.3, 0.5, 1000, 2, 3.94194340069, 4.45249351983, 3.42696738322, 3.94046810124, 22.4177213333
100, 2, 0.3, 1, 100, 1, 3.70499526008, 3.59043035563, 2.90438397572, 3.39993653047, 2.254646
100, 2, 0.3, 1, 100, 2, 3.59725792538, 3.9038559693, 3.29723960575, 3.59945116681, 2.25848466667
100, 2, 0.3, 1, 1000, 1, 4.15966434901, 6.30950379589, 6.97748841436, 5.81555218642, 22.3810793333
100, 2, 0.3, 1, 1000, 2, 4.01549525651, 5.662419237, 6.62760575735, 5.43517341695, 22.452862
100, 2, 0.3, 2, 100, 1, 3.92360661104, 4.20796202376, 3.2344009655, 3.78865653343, 2.250311
100, 2, 0.3, 2, 100, 2, 2.88869983132, 4.69509643586, 3.86255169054, 3.81544931924, 2.25660366667
100, 2, 0.3, 2, 1000, 1, 6.78372914117, 7.20177461745, 7.71083795353, 7.23211390405, 22.384322
100, 2, 0.3, 2, 1000, 2, 6.45855901601, 8.92024738328, 8.5771301586, 7.98531218597, 22.4275076667
100, 2, 0.5, 0.5, 100, 1, 3.14285487654, 3.28267318893, 3.58749391036, 3.33767399194, 2.25457966667
100, 2, 0.5, 0.5, 100, 2, 3.21879219559, 3.49847738721, 3.20614554693, 3.30780504325, 2.259263
100, 2, 0.5, 0.5, 1000, 1, 4.13826987312, 3.68342532065, 5.35103632116, 4.39091050498, 22.3933536667
100, 2, 0.5, 0.5, 1000, 2, 4.52094228876, 3.22392903445, 2.7365782126, 3.49381651194, 22.457805
100, 2, 0.5, 1, 100, 1, 3.3616529781, 4.37129847934, 3.35390057886, 3.69561734543, 2.25506666667
100, 2, 0.5, 1, 100, 2, 3.09214359401, 3.21236692578, 3.9754699342, 3.42666015133, 2.26144866667
100, 2, 0.5, 1, 1000, 1, 7.25507861791, 5.08492079928, 6.21750634143, 6.18583525287, 22.4137333333
100, 2, 0.5, 1, 1000, 2, 5.78422985471, 7.13130210906, 5.09321461576, 6.00291552651, 22.4985073333
100, 2, 0.5, 2, 100, 1, 4.65637654863, 6.53529531284, 4.3269920338, 5.17288796509, 2.25352266667
100, 2, 0.5, 2, 100, 2, 4.46115690329, 5.90739724775, 3.81525995137, 4.72793803413, 2.25923266667
100, 2, 0.5, 2, 1000, 1, 9.95418650476, 8.54903100264, 10.8166618286, 9.773293112, 22.416694
100, 2, 0.5, 2, 1000, 2, 11.281220282, 9.63320793856, 10.0280780568, 10.3141687591, 22.500982
100, 2, 0.8, 0.5, 100, 1, 2.96066634116, 2.99293371396, 2.61387355897, 2.85582453803, 2.255269
100, 2, 0.8, 0.5, 100, 2, 3.12019084023, 3.14589761715, 3.13048341484, 3.13219062407, 2.261423
100, 2, 0.8, 0.5, 1000, 1, 5.58281378331, 4.15816127465, 4.02785314997, 4.58960940264, 22.5073006667
100, 2, 0.8, 0.5, 1000, 2, 2.85650015828, 3.53577068593, 3.59177268441, 3.32801450954, 22.5000026667
100, 2, 0.8, 1, 100, 1, 3.62021311, 3.29057054207, 3.15614415567, 3.35564260258, 2.25558066667
100, 2, 0.8, 1, 100, 2, 3.21122032158, 3.7931206751, 3.96617444652, 3.65683848107, 2.25953233333
100, 2, 0.8, 1, 1000, 1, 11.8886759829, 5.81936417715, 5.39343829452, 7.70049281818, 22.480516
100, 2, 0.8, 1, 1000, 2, 7.74441864922, 6.89064784999, 7.27966023262, 7.30490891061, 22.5504343333
100, 2, 0.8, 2, 100, 1, 5.68076098484, 5.90631380967, 6.9435780236, 6.1768842727, 2.25979333333
100, 2, 0.8, 2, 100, 2, 3.44454219677, 4.46254435353, 4.00663254858, 3.97123969962, 2.26118666667
100, 2, 0.8, 2, 1000, 1, 19.1042966816, 10.3601698928, 15.0117634632, 14.8254100125, 22.491116
100, 2, 0.8, 2, 1000, 2, 19.2421077131, 13.9827442131, 18.5202258972, 17.2483592745, 22.5547833333
1000, 10, 0.3, 0.5, 100, 1, 3.00994915542, 3.30998880443, 2.79573300078, 3.03855698688, 22.422179
1000, 10, 0.3, 0.5, 100, 2, 3.10465618614, 3.02732631231, 3.41371329148, 3.18189859664, 22.462268
1000, 10, 0.3, 0.5, 1000, 1, 2.87246349782, 4.06176315578, 3.99601892726, 3.64341519362, 223.090589667
1000, 10, 0.3, 0.5, 1000, 2, 4.13498843803, 3.29233460925, 2.57623942483, 3.33452082404, 223.029902
1000, 10, 0.3, 1, 100, 1, 3.74101757458, 2.92961414321, 2.94278851671, 3.2044734115, 22.497529
1000, 10, 0.3, 1, 100, 2, 2.83341257112, 3.80260911318, 3.22009834342, 3.28537334257, 22.5217666667
1000, 10, 0.3, 1, 1000, 1, 3.68913653682, 3.10694317991, 5.34844780683, 4.04817584119, 223.188037667
1000, 10, 0.3, 1, 1000, 2, 6.18402694947, 5.58225455872, 3.40566799637, 5.05731650152, 223.376711667
1000, 10, 0.3, 2, 100, 1, 4.13438444035, 4.42301584384, 3.44927819722, 4.00222616047, 22.4646646667
1000, 10, 0.3, 2, 100, 2, 3.24041132166, 3.67108307036, 5.22834704613, 4.04661381272, 22.4898253333
1000, 10, 0.3, 2, 1000, 1, 4.61364953347, 6.27323977213, 9.41460097045, 6.76716342535, 223.055536333
1000, 10, 0.3, 2, 1000, 2, 8.10088032367, 9.93483636515, 7.27972839977, 8.4384816962, 223.194106667
1000, 10, 0.5, 0.5, 100, 1, 3.51499279357, 3.01909387243, 2.7629362236, 3.09900762987, 22.4785113333
1000, 10, 0.5, 0.5, 100, 2, 3.0462242667, 2.726149473, 3.33427954116, 3.03555109362, 22.4923253333
1000, 10, 0.5, 0.5, 1000, 1, 4.23516147779, 3.89927373713, 2.31049250074, 3.48164257189, 223.802102667
1000, 10, 0.5, 0.5, 1000, 2, 3.7595618829, 3.05936804592, 3.73438568188, 3.51777187023, 223.898579
1000, 10, 0.5, 1, 100, 1, 3.90771956739, 3.26965107841, 2.90843331508, 3.36193465363, 22.472763
1000, 10, 0.5, 1, 100, 2, 3.5260964646, 3.17773803707, 2.37785682235, 3.02723044134, 22.4921786667
1000, 10, 0.5, 1, 1000, 1, 6.22826718532, 5.45965092188, 6.30923134182, 5.99904981634, 223.726954
1000, 10, 0.5, 1, 1000, 2, 5.80876716206, 5.54216047665, 4.40674233108, 5.2525566566, 223.855515667
1000, 10, 0.5, 2, 100, 1, 4.92698115066, 4.5602116006, 3.60622964999, 4.36447413375, 22.5005756667
1000, 10, 0.5, 2, 100, 2, 4.28403095834, 2.78524663053, 4.56836527666, 3.87921428851, 22.486929
1000, 10, 0.5, 2, 1000, 1, 15.1696675128, 12.123078302, 9.9941627725, 12.4289695291, 223.883842667
1000, 10, 0.5, 2, 1000, 2, 6.9870544422, 9.84325159393, 7.50852776012, 8.11294459875, 223.806818
1000, 10, 0.8, 0.5, 100, 1, 3.07468282751, 2.9525649241, 3.19663228546, 3.07462667902, 22.5122433333
1000, 10, 0.8, 0.5, 100, 2, 3.2766210615, 3.42328928675, 2.65530265163, 3.11840433329, 22.5071243333
1000, 10, 0.8, 0.5, 1000, 1, 4.55733751953, 4.06078511695, 2.94717411547, 3.85509891732, 224.106412333
1000, 10, 0.8, 0.5, 1000, 2, 3.76611038304, 3.3055954121, 4.91813242529, 3.99661274014, 222.741381667
1000, 10, 0.8, 1, 100, 1, 3.67963501601, 3.50010023459, 3.64134426725, 3.60702650595, 22.3119113333
1000, 10, 0.8, 1, 100, 2, 3.55955732965, 3.41074461391, 3.11077231615, 3.36035808657, 22.3046826667
1000, 10, 0.8, 1, 1000, 1, 5.82802425418, 9.53241237565, 7.60077832722, 7.65373831902, 222.253653333
1000, 10, 0.8, 1, 1000, 2, 6.8021703581, 8.60713231033, 8.1906808045, 7.86666115764, 222.384139667
1000, 10, 0.8, 2, 100, 1, 4.54478451391, 4.81074423088, 3.99699950318, 4.45084274932, 22.3023196667
1000, 10, 0.8, 2, 100, 2, 5.34100328343, 3.33638797781, 5.77874510802, 4.81871212309, 22.324425
1000, 10, 0.8, 2, 1000, 1, 13.8785694771, 14.9277889669, 17.6358632803, 15.4807405747, 222.445948333
1000, 10, 0.8, 2, 1000, 2, 10.952580003, 17.1567944361, 10.1766330958, 12.7620025116, 222.675132333
1000, 3, 0.3, 0.5, 100, 1, 2.8846515881, 3.23871772784, 3.25451384565, 3.12596105386, 22.4302026667
1000, 3, 0.3, 0.5, 100, 2, 3.6127273324, 3.08068653814, 2.96977403987, 3.2210626368, 22.4174266667
1000, 3, 0.3, 0.5, 1000, 1, 3.35185601288, 3.48131392447, 3.55332840471, 3.46216611402, 222.324628333
1000, 3, 0.3, 0.5, 1000, 2, 3.33001033628, 3.89364360979, 3.29562946625, 3.50642780411, 222.524357
1000, 3, 0.3, 1, 100, 1, 3.36417847643, 2.58179119219, 2.83706314306, 2.92767760389, 22.3803753333
1000, 3, 0.3, 1, 100, 2, 3.6491813246, 3.13181500032, 2.74869885999, 3.17656506164, 22.4268263333
1000, 3, 0.3, 1, 1000, 1, 5.57593268897, 3.39978896792, 6.38267276059, 5.11946480583, 222.160663667
1000, 3, 0.3, 1, 1000, 2, 6.54544639965, 5.64397081585, 4.94243773797, 5.71061831782, 222.546935
1000, 3, 0.3, 2, 100, 1, 3.50305332123, 3.86028224988, 3.77438411173, 3.71257322761, 22.365867
1000, 3, 0.3, 2, 100, 2, 3.36451109852, 4.02370480789, 3.56087499388, 3.64969696676, 22.4215356667
1000, 3, 0.3, 2, 1000, 1, 6.19006027287, 6.9026692495, 4.56619522626, 5.88630824954, 222.224937
1000, 3, 0.3, 2, 1000, 2, 4.1926949986, 7.31958302681, 9.07964696534, 6.86397499692, 222.727754667
1000, 3, 0.5, 0.5, 100, 1, 3.28354587144, 3.16860188679, 2.98103149631, 3.14439308485, 22.370277
1000, 3, 0.5, 0.5, 100, 2, 2.90447946747, 3.18535660494, 3.29037600125, 3.12673735789, 22.4172616667
1000, 3, 0.5, 0.5, 1000, 1, 2.51610699397, 3.52644444271, 3.68192938385, 3.24149360684, 222.523081333
1000, 3, 0.5, 0.5, 1000, 2, 3.72467070771, 4.14021815183, 4.20881598178, 4.02456828044, 223.000062
1000, 3, 0.5, 1, 100, 1, 3.0971205219, 3.39627837071, 2.55501529683, 3.01613806315, 22.379579
1000, 3, 0.5, 1, 100, 2, 3.49874396136, 3.76423633639, 4.03085414108, 3.76461147961, 22.4108656667
1000, 3, 0.5, 1, 1000, 1, 5.50187805169, 7.96585521934, 4.75498309604, 6.07423878902, 222.495553667
1000, 3, 0.5, 1, 1000, 2, 6.42961222686, 6.86438435927, 6.26247851139, 6.51882503251, 222.935984667
1000, 3, 0.5, 2, 100, 1, 2.9472322404, 5.89513705832, 4.25756442114, 4.36664457329, 22.366917
1000, 3, 0.5, 2, 100, 2, 4.60644698504, 5.02900512908, 2.25306066064, 3.96283759159, 22.414898
1000, 3, 0.5, 2, 1000, 1, 9.0369256554, 10.0452822429, 6.29581903492, 8.45934231109, 222.604479333
1000, 3, 0.5, 2, 1000, 2, 8.81451747139, 9.18983015265, 11.21464026, 9.73966262802, 223.056210333
1000, 3, 0.8, 0.5, 100, 1, 2.94306044831, 3.90325678121, 3.11215529889, 3.3194908428, 22.406302
1000, 3, 0.8, 0.5, 100, 2, 3.12834207959, 3.35315891721, 3.09553739469, 3.1923461305, 22.4508046667
1000, 3, 0.8, 0.5, 1000, 1, 3.32275997147, 3.78936404238, 2.86165791298, 3.32459397561, 223.333911667
1000, 3, 0.8, 0.5, 1000, 2, 5.0381821492, 4.6928260032, 3.46625041209, 4.39908618816, 223.769829667
1000, 3, 0.8, 1, 100, 1, 1.99871768798, 3.41584050361, 4.21872569123, 3.21109462761, 22.422508
1000, 3, 0.8, 1, 100, 2, 2.54910460468, 3.43058779834, 2.52745577921, 2.83571606074, 22.4664793333
1000, 3, 0.8, 1, 1000, 1, 6.94995755097, 9.0629546908, 4.10756744292, 6.70682656156, 223.329789333
1000, 3, 0.8, 1, 1000, 2, 6.86240541018, 7.96028481634, 3.78390504347, 6.20219842333, 223.703993333
1000, 3, 0.8, 2, 100, 1, 4.99855830422, 3.59906590491, 4.36882010379, 4.32214810431, 22.3911416667
1000, 3, 0.8, 2, 100, 2, 5.42144159972, 2.35784711709, 6.64256213938, 4.80728361873, 22.466414
1000, 3, 0.8, 2, 1000, 1, 15.6347570535, 11.9430733554, 14.0303086656, 13.8693796915, 223.269885
1000, 3, 0.8, 2, 1000, 2, 13.3626537014, 9.68855255926, 8.20635081898, 10.4191856932, 223.723775
1000, 2, 0.3, 0.5, 100, 1, 2.91949796011, 3.36822683, 3.24523362935, 3.17765280649, 22.465539
1000, 2, 0.3, 0.5, 100, 2, 3.01637534212, 3.09796382329, 3.34819407197, 3.15417774579, 22.5301823333
1000, 2, 0.3, 0.5, 1000, 1, 2.90664948325, 4.66400626536, 3.09048640863, 3.55371405241, 222.829911
1000, 2, 0.3, 0.5, 1000, 2, 4.0143521097, 2.9874181872, 2.81847202416, 3.27341410702, 223.806669667
1000, 2, 0.3, 1, 100, 1, 3.90017653442, 2.41885780256, 2.8863689742, 3.06846777039, 22.473119
1000, 2, 0.3, 1, 100, 2, 3.09067616829, 3.49885995484, 3.00981956296, 3.19978522869, 22.501091
1000, 2, 0.3, 1, 1000, 1, 4.67936734762, 4.04762572846, 4.98212947337, 4.56970751648, 222.858932333
1000, 2, 0.3, 1, 1000, 2, 5.02693512113, 4.90064025644, 6.033069201, 5.32021485952, 223.462353667
1000, 2, 0.3, 2, 100, 1, 4.92133264682, 3.33402190767, 2.95091120846, 3.73542192098, 22.4431293333
1000, 2, 0.3, 2, 100, 2, 4.76197313363, 2.98178964924, 4.40078743212, 4.048183405, 22.4956246667
1000, 2, 0.3, 2, 1000, 1, 11.7308267189, 10.1690848667, 6.07742096649, 9.32577751736, 222.788411
1000, 2, 0.3, 2, 1000, 2, 6.22777329056, 6.52478717015, 13.2674157059, 8.67332538886, 223.471366
1000, 2, 0.5, 0.5, 100, 1, 3.19095997932, 3.28973012945, 3.12488336509, 3.20185782462, 22.446529
1000, 2, 0.5, 0.5, 100, 2, 3.3836833188, 3.01118399451, 3.35477927254, 3.24988219528, 22.496248
1000, 2, 0.5, 0.5, 1000, 1, 4.33935027182, 3.61927286103, 3.41099090125, 3.7898713447, 223.333571667
1000, 2, 0.5, 0.5, 1000, 2, 5.15314353864, 3.43963954136, 3.35312297762, 3.98196868587, 223.836124333
1000, 2, 0.5, 1, 100, 1, 3.37563304214, 3.43286304474, 4.37419648229, 3.72756418972, 22.443533
1000, 2, 0.5, 1, 100, 2, 4.05293605645, 3.57892105858, 3.30817541348, 3.6466775095, 22.5010543333
1000, 2, 0.5, 1, 1000, 1, 5.45149614939, 4.80384476451, 4.3096635374, 4.85500148377, 223.357739
1000, 2, 0.5, 1, 1000, 2, 6.32181226294, 5.44789303291, 5.26479111475, 5.6781654702, 223.695634
1000, 2, 0.5, 2, 100, 1, 4.76880054972, 4.05321972446, 4.99372375981, 4.60524801133, 22.439123
1000, 2, 0.5, 2, 100, 2, 3.45427167713, 4.28859244121, 4.3707701818, 4.03787810005, 22.4856313333
1000, 2, 0.5, 2, 1000, 1, 9.84467979415, 10.721426452, 10.3259336486, 10.2973466316, 223.295631
1000, 2, 0.5, 2, 1000, 2, 7.57824015492, 15.9321462873, 7.62634147718, 10.3789093065, 223.947032
1000, 2, 0.8, 0.5, 100, 1, 3.63691569639, 3.15776108229, 3.28732966528, 3.36066881466, 22.650634
1000, 2, 0.8, 0.5, 100, 2, 3.35482513174, 3.66653106499, 3.44064556812, 3.48733392162, 23.8895416667
1000, 2, 0.8, 0.5, 1000, 1, 4.15976860725, 3.72429920653, 3.94383946068, 3.94263575815, 229.908844
1000, 2, 0.8, 0.5, 1000, 2, 3.83898394387, 3.93840562468, 3.92004399093, 3.89914451983, 226.676567667
1000, 2, 0.8, 1, 100, 1, 2.98033293428, 3.29206132446, 4.31091544124, 3.52776989999, 22.6704113333
1000, 2, 0.8, 1, 100, 2, 3.18024865527, 4.08880484777, 2.96416446745, 3.41107265683, 22.7501263333
1000, 2, 0.8, 1, 1000, 1, 7.46677817239, 5.30769708613, 5.15248247613, 5.97565257822, 226.386443
1000, 2, 0.8, 1, 1000, 2, 4.41889578124, 6.37458738364, 6.83817879496, 5.87722065328, 226.728722667
1000, 2, 0.8, 2, 100, 1, 3.82141528814, 5.02975238562, 5.08142012774, 4.64419593383, 22.699669
1000, 2, 0.8, 2, 100, 2, 5.1772253725, 3.62505617479, 2.95985010081, 3.92071054936, 22.74044
1000, 2, 0.8, 2, 1000, 1, 10.8252059477, 13.8664627336, 12.9189327029, 12.5368671281, 226.234006667
1000, 2, 0.8, 2, 1000, 2, 7.40931901452, 5.49599629456, 8.86486583265, 7.25672704724, 226.750872333




